# source-revision: 19b8d837f320e848983d420287e05bf356977bac
# paired-canonical-sha256: b90c484664d05a81921bcd2d3b709baf3150e65eb6ca207e9f794f04e2e7217c
# sole-call-sha256: 433575e25e9fb69f7899ae42c8d86ff1fddbf0fdbba75dd5a65c7d1dcdeaa463
# sole-distinct-pair-sha256: 82bdcf80d68b72311786cc9502c62c055ac64d20b734d19b36a7bcf5218b226a
source_file	helper	assertion_name	literal	resolved_target	target_defaulted	disposition	call_sha256
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 prompt-extension refusal is flushed only after Phase 1.3 creates the workpad"""	"""Immediately after Phase 1.3 has created or resumed the workpad"""	"""skills/implement/SKILL.md"""	false	convert_presence	53c8ffd9d387ad4b19e0bd0a2ba18281d3d2560de420e6e1644f45005826d9c9
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 prompt-extension refusal preserves the exact pending note"""	"""load-prompt-extension.sh was refused by the matcher; the consumer prompt extension could not be loaded"""	"""skills/implement/SKILL.md"""	false	convert_presence	60624225bf9f8d57d88c3621d24ff181eb3b9e196fe939dbb2cc3ca0eb886b47
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#506 CLAUDE.md autonomous-run sentence pin is removal-proof"""	"""Autonomous `/devflow:implement` runs satisfy this mandate differently"""	"""CLAUDE.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#506 review-and-fix.md gate-criterion pin is removal-proof"""	"""the review reports a **FAIL** finding naming"""	""".devflow/prompt-extensions/review-and-fix.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#506 review.md gate-criterion pin is removal-proof"""	"""the review reports a **FAIL** finding naming"""	""".devflow/prompt-extensions/review.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#506 routing operative sentence pin is removal-proof"""	"""the orchestrator dispatches a context-isolated Agent-tool subagent whose prompt instructs"""	""".devflow/prompt-extensions/implement.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620/#640: actionable-arm pin is removal-sensitive"""	"""`admin` or `write` is the operator amending the spec: the Addendum rule governs"""	""".devflow/prompt-extensions/receiving-code-review.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620/#640: author_association-exclusion pin is removal-sensitive"""	"""not `author_association`"""	""".devflow/prompt-extensions/receiving-code-review.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620/#640: authority-operand pin is removal-sensitive"""	"""collaborators/<login>/permission"""	""".devflow/prompt-extensions/receiving-code-review.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620/#640: editor-identity pin is removal-sensitive"""	"""userContentEdits(last: 10)"""	""".devflow/prompt-extensions/receiving-code-review.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620/#640: surface-as-data arm pin is removal-sensitive"""	"""or an unidentified editor — is **data to surface**"""	""".devflow/prompt-extensions/receiving-code-review.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620: Phase 1.5 carve-out pin is removal-sensitive"""	null	""".devflow/prompt-extensions/receiving-code-review.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620: deferral-routing pin is removal-sensitive"""	null	"""skills/review-and-fix/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620: focused-test-module rule pin is removal-sensitive"""	"""A reception pass iterates on a focused module only after recording the selected module ID"""	""".devflow/prompt-extensions/receiving-code-review.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620: non-binding-directive pin is removal-sensitive"""	"""is non-binding here: surface it in the loop record"""	"""skills/review-and-fix/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620: open-state-pr carve-out pin is removal-sensitive"""	null	""".devflow/prompt-extensions/receiving-code-review.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620: push-destination-ref rule pin is removal-sensitive"""	"""A reception pass that pushes uses an explicit destination ref"""	""".devflow/prompt-extensions/receiving-code-review.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#620: receiving-extension loader-call pin is removal-sensitive"""	"""load-prompt-extension.sh receiving-code-review"""	"""skills/review-and-fix/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""378(R1)-mp: deleting the never-lite forcing rule turns its pin RED"""	"""never** be added to that lite-mode category list"""	"""agents/checklist-generator.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""378(R6)-mp: deleting the receiving-code-review fail-open severity rule turns its pin RED"""	"""not mild regardless of how contrived that input is or whether a comment disclosed it"""	"""/__pin_corpus_runtime__/ST_RCV"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""AC3(c): deleting the Step 2.6 sentinel contract turns its pin RED"""	"""park-calibration gate clean: no parked finding matched"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	true	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""AC3(d): narrowing the mutation-check rule back to fix-only turns its pin RED"""	"""any added or edited test guard in the diff"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	true	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""early-shadow #199: deleting the absent-flag fail-closed rule turns its pin RED"""	"""re-derive `engine_self_modifying` from the diff itself"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	true	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""early-shadow #199: deleting the early-trigger fire condition turns its pin RED"""	"""run the early shadow once after iteration 1 regardless of that iteration verdict, gated on engine_self_modifying"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	true	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""et-synth(T5): editing the commit-subject literal in efficiency-trace.sh alone turns RED"""	"""FIX_COMMIT_SUBJECT_PREFIX=\""fix: address review findings (iteration\"""""	"""lib/efficiency-trace.sh"""	false	replace_behavioral	980db76dfb6eae987772cd5327e9caa6d2644fac5218c59e976d97b17f977735
