adjudication_key	base_state	current_state
literal:5fb2eddde2d00d8b36c8c66f577850a987e2fe2ea203965753d55f0cac87ac02	"[""boundary"",""maintainer adjudication: review-and-fix FIX_LOOP_CONTROL: Preserves early-trigger continuation semantics.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home SKILL.md:311; docs/shadow-review.md:37,501 describe the early trigger but not the unreadable-reference branch; no consumer in scripts/lib/.github""]"
literal:60973d4c9a0bf3c8944acc2ffbee7d0170645be6d6627f1d45258def2b9ab58e	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC2): the blinded verifier receives only the enumerated blockers""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; blinding prose, no consumer in scripts/lib/.github; fragments receives only the enumerated blockers + blinded verifier single-home""]"
literal:627785e14eee6c3170681778144958fd5801a9843aecf439301cc14e58483a92	"[""boundary"",""maintainer adjudication: create-issue GD: generated dispatch pointer or closed regeneration-input schema: an absent auditor value is never invented""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; the flag-omission advice carries no machine token and the tools own help text states the fail-closed handling instead; 3 fragment sweeps clean""]"
literal:6902263bb25a74dad0960c4002cf75aac50ba733169f63b68f9e4b4ed74024d4	"[""boundary"",""maintainer adjudication: implement-top operative-contract: Operative lifecycle, routing, helper, state, or cross-phase contract.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/implement/SKILL.md:62; timing prose, no consumer in scripts/lib/.github; docs carry no restatement of the after-Phase-1.3 flush timing""]"
literal:6cebe4699efd398a80a3e4f4f45ef596b30d11240d342c831895317645ed853a	"[""boundary"",""Executable configuration default and convergence cap contract.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; prompt-bash default assignment; extract-command-shapes R1 explicitly does not flag a pure-shell VAR=value counter, so no tool reads it""]"
literal:6d55b12fee84b68a10761f3060d3f90be9a7c3eed8ef532123a497ca1683f690	"[""boundary"",""maintainer adjudication: agents ST: confidence threshold routes demonstrated falsehoods through the reporting gate""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; agent-prompt confidence-scoring sentence; git grep scores >= 80 and 80 confidence return only agents/code-reviewer.md; no scripts/lib reads a confidence threshold""]"
literal:6e93cea96dd91077575a425a39aa42cfa4dfa9cf46056a73be3f01951d1ec6ed	"[""boundary"",""Defines the verifier's allowed review scope.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; prose; only home fix-delta-gate.md; no scripts/lib/.github consumer of the fix-delta gate text""]"
literal:70a059f7163921684786d7d5d10f4036d0dba18e732f6d5e89e99049b373d889	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): precondition 3's threshold read is fail-closed (unresolvable \u2192 fall-through)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; threshold fall-through prose; core concrete enum value single-home; config-get.sh behaviour is tested directly, not via this sentence""]"
literal:713f32aed602ca1e339e47b2ad9cc4872af2da281a39c52fc569a6dc01aaab5e	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): precondition requires zero checklist FAIL/INCONCLUSIVE""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; precondition prose; core zero FAIL and zero INCONCLUSIVE single-home; docs:437 carries only a reworded summary, not the sentence""]"
literal:716ca7a019c622eec9167187cfe02cb1fe75ab1a7ae82ed10105329c94f75be7	"[""boundary"",""maintainer adjudication: create-issue WD: writer, extractor, delivery marker, dispatch record, or override sequencing interface: SKILL derives the appended flag from the auditor returned quote""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; a four-word wording fragment with no machine token; exact-literal sweep over the tracked tree found no other home""]"
literal:728c98d2041ebcda202474b7031d582b4c8900a7381d140bb8b02446962646e8	"[""boundary"",""Retain routing/state-transition contract: #312 item 5: declared-but-unused stub failure knob flagged as a pre-commit smell.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:195 (same sentence as 159); 'failure knob' grep finds no other home; agent-only prose""]"
literal:7446a41cd15f051af06cfb495be38e0b58d37878b52bd9bb6751de8fc037ccf1	"[""boundary"",""maintainer adjudication: review-and-fix AUDIT_TRAIL: Defines the required degradation record kind.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; friction-kind wording is prose (workpad.py takes note/improvement, not this token); no tool consumer""]"
literal:754a4b915c1ff414efd4077a3a7c0c60dd1c65afdf4ea88c23242460216110c7	"[""boundary"",""maintainer adjudication: create-issue TR: checklist state writer/reader, slug binding, status marker, or creation-time contract: fallback mirrors state to the per-slug checklist state file""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; issue-checklist appears nowhere else; no script or gitignore rule names the path (only the generic /.devflow/* ignore); no tool reads it""]"
literal:768bb06228bd8540924f292dade516b58ab7db21c764a671f2149fce8aec22fc	"[""boundary"",""maintainer adjudication: review-and-fix SHADOW_CONTROL: Prevents duplicate early and convergence shadow passes.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; no-double-run prose naming no machine operand; no scripts/lib consumer""]"
literal:76cf7a8b0581a69f100d6a408d07af303cf68e98d42247f2684b9655728f1d0e	"[""boundary"",""Permission-enum branch selecting the governing spec state.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole live home line 44; the admin/write governs arm is prose; the permission values come from the gh API, not from this sentence""]"
literal:773408170c6db8120d4b079f7f99807beba7f861185d03fff022278948b9b9a1	"[""boundary"",""maintainer adjudication: create-issue CF: fail-closed config/capability gate or reason-selection contract: SKILL fallback detects file-absent with [ -f ], not an interpreter crash""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; agent-side [ -f ] guard rationale; no consumer in scripts/lib/.github; inline prose so the fence extractors never see it""]"
literal:78b8ab23784470d16673b77cd67ae46be51cdbd0dc9d8fa547c6cdc3bd541ca2	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC1): a fast-path hit terminates the run, never continues into the full pipeline""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; run-termination prose; phase-0-setup.md:194 and SKILL.md:318 carry reworded summaries, not the sentence; core 0.4/0.5 or Phase 1 single-home""]"
literal:796a2faa40d96808d2fb3a2a989a99d4c592dcc20ecd0721bfe495f95973804a	"[""boundary"",""Mandatory routing through the gate on an early-exit branch.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; early-exit handoff instruction executed by the agent; git grep of the 9-word fragment returns only convergence.md; no park_calibration consumer in scripts/lib""]"
literal:79f1ef4a7cd172a6e17462a2ed345d8ec9f964d742aa949a3bdd0e4ba93032b0	"[""boundary"",""maintainer adjudication: review GT: engine-ground-truth security boundary: #363 skill: names review-and-fix as the no-block path that is unaffected""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review/SKILL.md:21; no consumer in scripts/lib/.github; fragment grep on both under a write-enabled profile clean""]"
literal:7a97657777f71b7cdbea133c3e2c4565d9eefac725cc0877d9bc37d407de66f8	"[""boundary"",""maintainer adjudication: review-and-fix PRODUCER_CONSUMER: Requires recomputing the post-fix diff at current HEAD.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; fragment greps (pre-fix diff.patch, cached before this iteration) find no second home; explanatory prose, no tool consumer""]"
literal:7bbf23eba7c9318545074c039a686dd675b951717cd54c578371e5badd77b525	"[""boundary"",""maintainer adjudication: create-issue LG: per-finding ledger read/write, reconciliation, or post-close state contract: no confirmed fix means no recorded resolution""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; no-confirmed-fix-no-resolution exhortation with no machine token; whole-literal and 3 fragment sweeps over the tracked tree clean""]"
literal:815590d4694c29efe88eade047468fd191ab3a812d7ef1e7d9f9766321c6c60f	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): target head is the pushed $PR_HEAD_SHA, never the local git HEAD ref""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; target-head prose; core local git HEAD single-home; the operative $PR_HEAD_SHA reads are pinned elsewhere""]"
literal:81fdb2545e56fbc00c0f1cb21a2aa44ae1a83b220c17fc5f1310696768fbc92d	"[""boundary"",""maintainer adjudication: review-and-fix POST_SHADOW_GATE: Preserves the non-logs post-shadow safety gate.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; the counter-arm of the same agent-executed gate; fragment still trips the gate appears only in loop-exit.md; no scripts/lib consumer""]"
literal:83aa404bf9c269037052f054eae02984f4ef43cf01def346f9c9e8dde8e57606	"[""boundary"",""maintainer adjudication: review VC: verification/checklist interface boundary: #556 T-6a(AC7a): bad-input arm one re-Write and re-invoke""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-verification.md:113; 3 fragment greps return only that line; no scripts/lib consumer of the bad-input arm wording""]"
literal:842d48afe3a03f6c33c753d88eeecadc7c4e6689c1463da0fa51c985aa8235c7	"[""boundary"",""Severity-dependent routing transition.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; routing prose internal to this gate; sole home; no module reconciles it""]"
literal:856f89f02f6cbd1bf0fef867fa974615841069ac21edcf2194a289bdae6d46f3	"[""boundary"",""maintainer adjudication: create-issue AB: audit information-diet or artifact boundary: state file is deliberately outside the Step 3.6 out-of-bounds enumerations""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; the real enforcement is the module out-of-bounds ENUMERATION pins over the template, not this sentence; fragment grep clean elsewhere""]"
literal:857c0275b5f10b0a2851a704caa07f6ca3e33d9614bf9dda7162ef1b46205d43	"[""boundary"",""maintainer adjudication: review-and-fix STATE_SCHEMA: Defines component-wise severity normalization.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; severity-normalization algorithm the agent performs; no helper implements or reads it""]"
literal:8638f84bc0e91731a3fdd4051cefa2a71fc396f5b004f4df98988a653727486e	"[""boundary"",""maintainer adjudication: other-skills cross-phase-contract: Declares both consumers of the search-space handoff.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; presence pin over a secondary declaration sentence; sole home; no tool reads it""]"
literal:864acb2293744cc57df4193ea37e2bc208d22ebb6ded8c2161122e815d3bc000	"[""boundary"",""Named provisional verdict state in the loop transition table.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; Step 2 verdict-routing prose; no review-and-fix routing-table reconciler exists (grep -i routing over review-and-fix-contract.sh finds none); single home""]"
literal:87725edacf59deb585eadb726d416ca1e94f12ea7b0e7cc7d8dd4025f101303c	"[""boundary"",""Failure-direction routing for an authorization read.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole live home line 42; failed-read routing is agent-executed prose; docs/cutovers/issue-640 is an archival record, not a maintained mirror""]"
literal:891acb929eeb3412f9455f121446255650bf685ca91682f030b84e66600581b5	"[""boundary"",""maintainer adjudication: create-issue CS: carriage identity, digest, unreadable marker, or sentinel protocol: the orchestrator never compares the carriage digest itself""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; ownership exhortation with no machine token; whole-literal and 3 fragment sweeps over the tracked tree clean""]"
literal:8a3c3ba059df4e1e7fbcf310b3042c79c078215c16d1be5855e7d4a733d03c57	"[""boundary"",""maintainer adjudication: review VC: verification/checklist interface boundary: #556 T-6a(AC7): local-tier python3 second rung""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; phase-2-verification.md:104 inline prose (no fence, so no shape/head extractor); phase-1-setup.md:508 uses the same fallback idiom with a different command, not this content""]"
literal:8ab202ace424e5a6d74a6ed9121e4f5fbf25c530267a3ae2e97ca0029762cf3e	"[""boundary"",""maintainer adjudication: create-issue CG: runner capability or affordance gate: create-issue enumerates options in-text when the tool has no structured choices""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home step-2-clarify.md:65; no consumer in scripts/lib/.github; fragment grep on cannot present structured choices clean""]"
literal:8af5302ab67f56b5f9d1b71984e04a25764df80bf635a22bb3d54b3cf898a162	"[""boundary"",""Retain security/integrity boundary: #312 item 7: honesty rule covers reason codes and user-facing titles.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:534; 'user-facing title or status' grep returns only that line; nothing parses it""]"
literal:9053990cfddb4e6947a9cdb0c64dd7ca1a25cef6d31fb129e01b16e8ce7c6fb5	"[""boundary"",""Retain routing/state-transition contract: #312 item 5: Phase 2.3 carries the stub-blindness rule.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:195; fixing.md:7 only POINTS at the stub-blindness discipline, carries no copy; no tool reads it""]"
literal:906149d0dccf54694f6b54f023113143c21b5f8c7bb4176c74461af1c2be4a75	"[""boundary"",""maintainer adjudication: review-and-fix CONFIG_ROUTING: Pins fail-closed iteration-cap derivation syntax.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; same #284 positive-form idiom pin; the paired absence detector is the real guard (run.sh comment at 32755-32757); single home""]"
literal:91c00bbdc459480da61384273a4952200a42fa3a2adadd9179494b7aa19aa77e	"[""boundary"",""maintainer adjudication: review-and-fix STATE_SCHEMA: Distinguishes calibration records from skips.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; parenthetical rationale only; sole home; not a skip appears only in loop-control.md in a different sense (handoff, not a skip gate); no tool reads it""]"
literal:922601f37e398f4756eadf220917fa0e903e5157d1696957d799e0130de3fd1d	"[""boundary"",""maintainer adjudication: create-issue TR: checklist state writer/reader, slug binding, status marker, or creation-time contract: fail-closed arm treats a bad state file as pipeline-paused""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; treated as pipeline-paused grep clean elsewhere; fail-closed prose arm with no tool consumer""]"
literal:92d2680dedf32ae41e5d1c633726e0c93aea575934416d3624adb9884fde4e30	"[""boundary"",""maintainer adjudication: review-and-fix FAIL_CLOSED: Requires recording unavailable-tool evidence.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; step25_classification appears in no non-test scripts/lib file; efficiency-trace.jq never reads fix_decisions; 3 fragment greps found no second home""]"
literal:95a267cf60a99919831e436d75bf0221815f4aac8091c1fe9b24edbfdc097cb7	"[""boundary"",""maintainer adjudication: other-skills security-boundary: Forbids mutation of project instruction files.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home skills/init/SKILL.md:163 (CHANGELOG.md is an excluded archival home); advisory nudge prose; no consumer in scripts/lib/.github""]"
literal:9624671444ba4338b35684b75fef3f549228635c9cc1616088d94139d21bd3d1	"[""boundary"",""maintainer adjudication: implement-top operative-contract: Operative lifecycle, routing, helper, state, or cross-phase contract.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/implement/SKILL.md:121; the fence is parsed for heads and shapes only, never for a --note payload string; 2 fragment greps clean""]"
literal:97353ede983a205be0d4fbe48fba46a9d274610a9b46da19bb96dca51588ccd0	"[""boundary"",""maintainer adjudication: create-issue CG: runner capability or affordance gate: mandate names the runner-neutral task-tracking abstraction""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; no tool counts or reads the seven-item mandate; grep of lib/test shows only the pin itself; no non-home file carries the mandate sentence""]"
literal:98d545b5fa0c9aba5d024f50ad3b306cf7fb643a40c35b25e24c9c7d4c001b4e	"[""boundary"",""Convergence and fail-safe transition invariants across the split.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; meta-prose asserting three things are unchanged; MAX_ITERS has no tool consumer; fragment appears only in convergence.md""]"
literal:990337e1393db82435fabd806c96a56859ecc79ea8b1c176c032d1340d1e3ffa	"[""boundary"",""maintainer adjudication: review-and-fix COMPLETION_EVIDENCE: Pins fail-closed trace rendering for Loop Exit.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; #284 positive-form pin for the quoted trace capture; run.sh:32753-32757 states the extended absence detector catches the revert; only non-excluded home is loop-exit.md""]"
literal:99f6b462f44a4331c7354e6e10a652a9386a879e92f19617e4e2d03117ecc3f5	"[""boundary"",""maintainer adjudication: other-skills routing: The non-customer-visible state must route to Step 4b rather than terminate.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; intra-skill step-routing prose; sole home; no module reconciles docs-release-notes step numbers""]"
literal:9c0f38d1398522ae52bedfa6d812cdb8c108369119a528388e5d94d33bd14d7b	"[""boundary"",""maintainer adjudication: create-issue RS: reference-loader entry marker, degradation, breadcrumb, or file-read security gate: the root ships the entry-gate marker contract as rule text""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; the module's T2 block parses the real markers and reconciles the routing rows independently; this rule sentence is agent-read prose; only home SKILL.md:44""]"
literal:a040735b88c30ebac8051ad2d33e5fb645e0184a2fd7faa9aed50135efad0ddd	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): a changed path outside the enumerated blocker sites falls through (fail-closed)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; fail-closed containment prose; core blocker sites changed single-home""]"
literal:a136679c9e40172d6751df94b497a0e3f70479100ff7148b3aabed782e6c2909	"[""boundary"",""maintainer adjudication: agents RT: absolute claims must route to agent verification rather than lite grep; RT: mutation proof protects the same absolute-claim routing boundary""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; authoring prohibition restating the same paragraph's rule; no tool reads lite/api_contract eligibility (grep of scripts+lib clean); no second home""]"
literal:a2d114ef8a2b968ba3d7ee95b18f88913c7273548ce3060173513b46423c023f	"[""boundary"",""Authority-selection rule for multiple edits.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole live home line 42; most-recent-edit binding is an agent-side reading rule; only docs/cutovers/issue-640 paraphrases it""]"
literal:a4909675459ca1e025c4bc26b837d04481630e9680be36cbe4f85a83ed0ec501	"[""boundary"",""maintainer adjudication: review-and-fix PRODUCER_CONSUMER: Defines the durable join to the parked finding record.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; finding_ref has ZERO consumers: git grep finding_ref/parking_evidence over scripts lib .github .jq is empty; not in ITER_EXPECTED_FIELDS""]"
literal:a631724aecaf1c1476f2a7e00986f186abcd743f046bfbcf463dacf93f28a471	"[""boundary"",""Exact clean-run sentinel required in the convergence record.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sentinel text unmatched by any tool: fetch-pr-context.sh and cheap-gate.jq classify reflections by kind/section, not text; sole home""]"
literal:a68675db06db2649c36b691522f861399522983c02e33ab7422379e32ada2f8f	"[""boundary"",""Fail-closed handoff of unresolved state to the shadow phase.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; fail-closed prose; sole home; no consumer""]"
literal:a8ce63b9fbf5f0d1e99294e811979d89e00895a0645a6f5d870128d7ed5b2cd2	"[""boundary"",""maintainer adjudication: review-and-fix FAIL_CLOSED: Prohibits recall-based recovery without a durable operand.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home SKILL.md:319; no consumer in scripts/lib/.github; current_step is excluded from ITER_EXPECTED_FIELDS by loop-control.md:33; fragment greps clean""]"
literal:ae8b55ff47631a726610cef89be8ba3d2096fd4e2cef53cb815c6cb753728bea	"[""boundary"",""maintainer adjudication: create-issue RS: reference-loader entry marker, degradation, breadcrumb, or file-read security gate: references load with the runner's file-read tool, never a shell invocation""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; file-read-tool instruction at SKILL.md:44; the routing-table parser reads only rows starting with a pipe containing references/; only home""]"
literal:b00f4def4a6fbee11b84bcad66389d0f8e2f14ca71f3ddceaaf47d511fdb9a5a	"[""boundary"",""maintainer adjudication: review-and-fix SECURITY_BOUNDARY: Requires both provenance checks before trusting extension text.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; no helper implements the provenance checks (load-prompt-extension.sh has no git status); sole home in normalized tree scan""]"
literal:b099500497570027b20dff78d38cef5652730bda3618be8d0189db752f600886	"[""boundary"",""maintainer adjudication: review GT: engine-ground-truth security boundary: #363 skill: the instructions are conditioned on the block's PRESENCE""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review/SKILL.md:21; renderer carries no conditioning statement; docs reference only the section heading; fragment greps clean""]"
literal:b3548d58aaac0e31837cefba98014f7394c3ba9602a734c684a8bbb2d44aca42	"[""boundary"",""maintainer adjudication: create-issue TR: checklist state writer/reader, slug binding, status marker, or creation-time contract: the Step 2 slug sentence defers to Step 1's binding, never binding one""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home step-2-clarify.md:23; no consumer in scripts/lib/.github; fragment grep on Step 1 bound before it dispatched clean""]"
literal:b369fa02b480c6e772b7d6c93b31231b4495878a696d997542d174be4b1b3146	"[""boundary"",""maintainer adjudication: review-and-fix FAIL_CLOSED: Routes signature-less evidence to the fail-closed arm.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home (normalized scan); signature-less pairing routing prose; no tool reads it""]"
literal:b67ba1cdcaddc56fd9b3ae06cf7d08e1d9c30170cd944b495ad2f0c8a50c15f1	"[""boundary"",""Defines the base operand for the cumulative delta.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; prose describing the delta base; sole home; no tool parses iter_fix_base prose""]"
literal:b6a4032f0c84e0fa6ab178c7d6a2cb8feee193aaac3213d15f608df71284cd5c	"[""boundary"",""maintainer adjudication: create-issue TR: checklist state writer/reader, slug binding, status marker, or creation-time contract: fallback renders the paused-at-todo-6 waiting state""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; paused-at-todo-6 appears nowhere else in the tracked tree outside the excluded census/test paths""]"
literal:b6b2be69e49a64d349a19ef3e370d80a05a0da8823e72d7db972013a82ed0bf6	"[""boundary"",""maintainer adjudication: create-issue RS: reference-loader entry marker, degradation, breadcrumb, or file-read security gate: a failed load emits a breadcrumb naming the file and the failure kind""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; breadcrumb wording at SKILL.md:46; no tool parses the breadcrumb; fragment greps found only the home""]"
literal:b76f43b1c7b956c126ea8d562c23cedaf63772e2303c9eede388f73c9c9e9b70	"[""boundary"",""Retain operative cross-surface contract: #312 item 3: addendum names the event-path artifact-lifecycle walkthrough.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:421; inline prose bullet head; fragment grep clean; no scripts/lib/.github consumer""]"
literal:b880ec8d290bea276af534a1eae13cdf4b4d7e0cd2e0c8219d6b9e0ac3ba29ee	"[""boundary"",""maintainer adjudication: implement-top operative-contract: Operative lifecycle, routing, helper, state, or cross-phase contract.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/implement/SKILL.md:264; docs/implement-skill.md:914 documents --reflection-file but not the terminal-status exclusion; no tool reads it""]"
literal:b92a01796c83f8c2425c7cb1cfea0340ff7d0461a09591932873bb392e71413f	"[""boundary"",""maintainer adjudication: implement-top operative-contract: Operative lifecycle, routing, helper, state, or cross-phase contract.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/implement/SKILL.md:70; DEVFLOW_SYSTEM_OVERVIEW.md:257 states fail-closed generically but not the unsubstituted-placeholder trigger; no consumer""]"
literal:baf6fa44385d42a15259cf8f0ddbb690dc4dd7ae4608470f5577f2f33c1e604f	"[""boundary"",""maintainer adjudication: review BI: batch/filter/helper command boundary: #181 filter: Phase 0.3 derives the changed-file list from the filtered diff.patch (peer-completeness)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; a because-clause rationale carrying no machine token; git grep excludes them by construction returns only phase-0-setup.md""]"
literal:bb7fcc826fb9ab768357b6dcb1e310843ee3bd9e530bbf38a69c7929f081ee3e	"[""boundary"",""maintainer adjudication: create-issue TR: checklist state writer/reader, slug binding, status marker, or creation-time contract: read-only sandbox degrades to the re-post-in-current-turn rule""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; re-post-the-block-in-the-current-turn grep clean elsewhere; fallback-read-only-sandbox.md carries no copy of it""]"
literal:be5ed25ad801ddde5e41af030f34022dbdb71ec2ca54aff9fd408954695bcfe3	"[""boundary"",""Explicit state transition and step-routing contract.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home (normalized scan); pre-fix-gates.md only paraphrases the route; no tool reads it""]"
literal:c01341822a849711300597afccc5d706a800d9c519f3c7454796c90ea849760c	"[""boundary"",""maintainer adjudication: review PF: review-profile routing boundary: #769: small_diff-alone profile-table row present (surface presence over unamended text)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; profile row is agent dispatch procedure; has_new_types is only referential here and efficiency-trace.jq reads the persisted flag, not this instruction; single home""]"
literal:c0391f75ea2aa27d9f1e099808c2e24743d1e4d5eb98e4cc61ab72cb9110c880	"[""boundary"",""maintainer adjudication: create-issue CG: runner capability or affordance gate: Claude-Code path still batches 2\u20134 questions per call (positive arm)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home step-2-clarify.md:64 (plus excluded CHANGELOG.md); no consumer in scripts/lib/.github; fragment greps clean""]"
